ID;USER_ID;AMOUNT;TRAN_DATE;POST_DATE;CATEGORY_TEXT;DESCRIPTION
249;1;-9.24;2013-09-25;2013-09-25;Taxi;Sohnreystr. 18, 30173 Hannover-Sudstadt
250;3;-20.3;2013-09-25;2013-09-25;Entertainment;Thielenplatz 2, 30159 Hannover-Mitte
251;3;-3.76;2013-09-26;2013-09-26;Cafes;Theodor-Heuss-Platz 1-3, 30175 Hannover-Zoo
252;3;-2.63;2013-09-26;2013-09-26;Auto;Expo-Plaza 90, 30539 Hannover-Bemerode
253;4;-2.17;2013-09-26;2013-09-26;MedicalServices;Schierholzstr. 132, 30655 Hannover-Gross Buchholz
254;4;-7.63;2013-09-28;2013-09-28;Loan;Expo-Plaza 11, 30539 Hannover-Bemerode
255;3;-5.01;2013-09-29;2013-09-29;Travel;Expo-Plaza 11, 30539 Hannover-Bemerode
256;1;-8.74;2013-09-29;2013-09-29;Loan;Am Lindenhofe 23, 30519 Hannover-Dohren
257;1;-14.62;2013-09-30;2013-09-30;Loan;Am Lindenhofe 23, 30519 Hannover-Dohren
258;4;-69.74;2013-10-01;2013-10-01;Supermarkets;Misburger Str. 81d, Hannover
259;1;-7.84;2013-10-01;2013-10-01;RandomServices;8873 Stony Mountain Limits, Normal, New Brunswick, E0B-4C2, CA, (506) 772-2667
260;2;-40;2013-10-01;2013-10-01;RandomServices;3912 Fallen Crest, Loreburn, Nebraska, 69035-0197, US, (308) 892-6391
261;3;-163.4;2013-10-01;2013-10-01;Auto;Lindenhofe 25, 30519 Hannover-Dohren
262;4;-6.73;2013-10-02;2013-10-02;Auto;Expo-Plaza 90, 30539 Hannover-Bemerode
263;4;-2.73;2013-10-03;2013-10-03;Entertainment;Thielenplatz 2, 30159 Hannover-Mitte
264;1;-3.76;2013-10-03;2013-10-03;Supermarkets;Misburger Str. 81d, Hannover
265;4;-19;2013-10-03;2013-10-03;Travel;Am Lindenhofe 23, 30519 Hannover-Dohren
266;4;-2.17;2013-10-03;2013-10-03;Cafes;Theodor-Heuss-Platz 1-3, 30175 Hannover-Zoo
267;4;-30.73;2013-10-03;2013-10-03;Travel;Am Lindenhofe 23, 30519 Hannover-Dohren
268;4;-298.16;2013-10-04;2013-10-04;Entertainment;Blumenstr. 1, 30159 Hannover-Mitte
269;4;-2.17;2013-10-04;2013-10-04;MedicalServices;Schierholzstr. 132, 30655 Hannover-Gross Buchholz
270;2;-5.22;2013-10-05;2013-10-05;Loan;Expo-Plaza 11, 30539 Hannover-Bemerode
271;3;-2.7;2013-10-06;2013-10-06;RandomServices;8873 Stony Mountain Limits, Normal, New Brunswick, E0B-4C2, CA, (506) 772-2667
272;1;-2.17;2013-10-07;2013-10-07;Energy;Expo. 1E, 30161 Hannover-List
273;4;-22.75;2013-10-07;2013-10-07;RandomServices;3912 Fallen Crest, Loreburn, Nebraska, 69035-0197, US, (308) 892-6391
274;2;-20.01;2013-10-08;2013-10-08;Energy;Kriegerstr. 1E, 30161 Hannover-List
275;1;-33;2013-10-08;2013-10-08;MedicalServices;Schierholzstr. 132, 30655 Hannover-Gross Buchholz
276;1;-9.49;2013-10-09;2013-10-09;Energy;Expo. 1E, 30161 Hannover-List
277;1;-2.17;2013-10-10;2013-10-10;MedicalServices;Schierholzstr. 132, 30655 Hannover-Gross Buchholz
278;4;-4.01;2013-10-10;2013-10-10;Cafes;Theodor-Heuss-Platz 1-3, 30175 Hannover-Zoo
279;4;-62.46;2013-10-11;2013-10-11;Auto;Expo-Plaza 90, 30539 Hannover-Bemerode
280;1;-2.17;2013-10-11;2013-10-11;Taxi;Sohnreystr. 18, 30173 Hannover-Sudstadt
281;3;-2.17;2013-10-12;2013-10-12;Auto;Expo-Plaza 90, 30539 Hannover-Bemerode
282;4;-2.17;2013-10-13;2013-10-13;Taxi;Sohnreystr. 18, 30173 Hannover-Sudstadt
283;4;-2.94;2013-10-14;2013-10-14;Auto;Lindenhofe 25, 30519 Hannover-Dohren
284;3;-20;2013-10-15;2013-10-17;RandomServices;8873 Stony Mountain Limits, Normal, New Brunswick, E0B-4C2, CA, (506) 772-2667
285;3;-4.63;2013-10-16;2013-10-17;Taxi;Sohnreystr. 18, 30173 Hannover-Sudstadt
286;4;-12.42;2013-10-16;2013-10-17;Loan;Expo-Plaza 11, 30539 Hannover-Bemerode
287;1;-2.73;2013-10-17;2013-10-17;Auto;Lindenhofe 25, 30519 Hannover-Dohren
288;3;-3.76;2013-10-17;2013-10-17;Taxi;Sohnreystr. 18, 30173 Hannover-Sudstadt
289;1;-7.41;2013-10-18;2013-10-18;Auto;Lindenhofe 25, 30519 Hannover-Dohren
290;1;-2.09;2013-10-18;2013-10-18;Travel;Expo-Plaza 11, 30539 Hannover-Bemerode
291;2;-2.73;2013-10-19;2013-10-19;RandomServices;3951 Cozy Gate Walk, Kicking Horse, Nebraska, 69809-3085, US, (308) 612-1975
292;2;-3.76;2013-10-19;2013-10-19;Cafes;Expo-Plaza 10, 30539 Hannover-Bemerode
293;2;-2.17;2013-10-19;2013-10-19;Cafes;Theodor-Heuss-Platz 1-3, 30175 Hannover-Zoo
294;3;-2.17;2013-10-21;2013-10-21;Energy;Expo. 1E, 30161 Hannover-List
295;1;-12.85;2013-10-21;2013-10-21;Loan;Expo-Plaza 11, 30539 Hannover-Bemerode
296;2;-2.97;2013-10-23;2013-10-23;RandomServices;3912 Fallen Crest, Loreburn, Nebraska, 69035-0197, US, (308) 892-6391
297;3;-49.99;2013-10-23;2013-10-23;Energy;Kriegerstr. 1E, 30161 Hannover-List
298;1;-19.21;2013-10-25;2013-10-25;RandomServices;8873 Stony Mountain Limits, Normal, New Brunswick, E0B-4C2, CA, (506) 772-2667
299;3;-2.17;2013-10-25;2013-10-25;Energy;Expo. 1E, 30161 Hannover-List
300;4;-15;2013-10-26;2013-10-26;Cafes;Theodor-Heuss-Platz 1-3, 30175 Hannover-Zoo
301;1;-6.83;2013-10-27;2013-10-27;Auto;Expo-Plaza 90, 30539 Hannover-Bemerode
302;3;-6.92;2013-10-27;2013-10-27;Entertainment;Thielenplatz 2, 30159 Hannover-Mitte
303;4;-3.19;2013-10-29;2013-10-29;Entertainment;Blumenstr. 1, 30159 Hannover-Mitte
304;2;-47.91;2013-10-30;2013-10-30;RandomServices;4696 Little Route, Freeland, Iowa, 52455-5289, US, (712) 876-6382
305;2;-7.67;2013-10-30;2013-10-30;Supermarkets;Misburger Str. 81d, Hannover
306;1;-17.37;2013-10-31;2013-10-31;Travel;Expo-Plaza 11, 30539 Hannover-Bemerode
307;4;-2.94;2013-11-01;2013-11-01;Travel;Am Lindenhofe 23, 30519 Hannover-Dohren
308;4;-132.79;2013-11-01;2013-11-01;MedicalServices;Misburger Str. 81d, 30625 Hannover-Heideviertel
309;3;-10;2013-11-01;2013-11-01;Loan;Expo-Plaza 11, 30539 Hannover-Bemerode
310;2;-9.24;2013-11-02;2013-11-02;MedicalServices;Misburger Str. 81d, 30625 Hannover-Heideviertel
311;1;-3.71;2013-11-03;2013-11-03;Loan;Am Lindenhofe 23, 30519 Hannover-Dohren
312;4;-6.7;2013-11-03;2013-11-03;Energy;Expo. 1E, 30161 Hannover-List
313;2;-2.94;2013-11-04;2013-11-04;Travel;Am Lindenhofe 23, 30519 Hannover-Dohren
314;4;-9.24;2013-11-04;2013-11-04;Entertainment;Thielenplatz 2, 30159 Hannover-Mitte
315;2;-2.73;2013-11-06;2013-11-06;Supermarkets;Hannoversche Str. 16, 30629 Hannover-Misburg-Nord
316;1;-5.46;2013-11-06;2013-11-06;Travel;Am Lindenhofe 23, 30519 Hannover-Dohren
317;4;-34.45;2013-11-07;2013-11-07;MedicalServices;Misburger Str. 81d, 30625 Hannover-Heideviertel
318;1;-2.17;2013-11-08;2013-11-08;Cafes;Kirchrosder Str. 54, 30625 Hannover-Kleefeld
319;1;-2.64;2013-11-09;2013-11-09;Entertainment;Gustav-Adolf-Str. 11, 30167 Hannover-Nordstadt
320;1;-2.17;2013-11-09;2013-11-09;Entertainment;Blumenstr. 1, 30159 Hannover-Mitte
321;4;-440;2013-11-10;2013-11-10;Loan;Am Lindenhofe 23, 30519 Hannover-Dohren
322;1;700;2013-03-01;2013-03-01;SALARY;NO DATA
323;1;700;2013-04-01;2013-04-01;SALARY;NO DATA
324;1;700;2013-05-01;2013-05-01;SALARY;NO DATA
325;1;700;2013-06-01;2013-06-01;SALARY;NO DATA
326;1;700;2013-07-01;2013-07-01;SALARY;NO DATA
327;1;700;2013-08-01;2013-08-01;SALARY;NO DATA
328;1;700;2013-09-01;2013-09-01;SALARY;NO DATA
329;1;700;2013-10-01;2013-10-01;SALARY;NO DATA
330;1;700;2013-11-01;2013-11-01;SALARY;NO DATA
331;1;700;2014-01-01;2014-01-01;SALARY;NO DATA
332;1;700;2014-02-01;2014-02-01;SALARY;NO DATA
333;2;350;2013-03-01;2013-03-01;SALARY;NO DATA
334;2;350;2013-04-01;2013-04-01;SALARY;NO DATA
335;2;350;2013-05-01;2013-05-01;SALARY;NO DATA
336;2;350;2013-06-01;2013-06-01;SALARY;NO DATA
337;2;350;2013-07-01;2013-07-01;SALARY;NO DATA
338;2;350;2013-08-01;2013-08-01;SALARY;NO DATA
339;2;350;2013-09-01;2013-09-01;SALARY;NO DATA
340;2;350;2013-10-01;2013-10-01;SALARY;NO DATA
341;2;350;2013-11-01;2013-11-01;SALARY;NO DATA
342;2;350;2014-01-01;2014-01-01;SALARY;NO DATA
343;2;350;2014-02-01;2014-02-01;SALARY;NO DATA
344;3;700;2013-03-01;2013-03-01;SALARY;NO DATA
345;3;700;2013-04-01;2013-04-01;SALARY;NO DATA
346;3;700;2013-05-01;2013-05-01;SALARY;NO DATA
347;3;700;2013-06-01;2013-06-01;SALARY;NO DATA
348;3;700;2013-07-01;2013-07-01;SALARY;NO DATA
349;3;700;2013-08-01;2013-08-01;SALARY;NO DATA
350;3;700;2013-09-01;2013-09-01;SALARY;NO DATA
351;3;700;2013-10-01;2013-10-01;SALARY;NO DATA
352;3;700;2013-11-01;2013-11-01;SALARY;NO DATA
353;3;700;2014-01-01;2014-01-01;SALARY;NO DATA
354;3;700;2014-02-01;2014-02-01;SALARY;NO DATA
355;4;350;2013-03-01;2013-03-01;SALARY;NO DATA
356;4;350;2013-04-01;2013-04-01;SALARY;NO DATA
357;4;350;2013-05-01;2013-05-01;SALARY;NO DATA
358;4;350;2013-06-01;2013-06-01;SALARY;NO DATA
359;4;350;2013-07-01;2013-07-01;SALARY;NO DATA
360;4;350;2013-08-01;2013-08-01;SALARY;NO DATA
361;4;350;2013-09-01;2013-09-01;SALARY;NO DATA
362;4;350;2013-10-01;2013-10-01;SALARY;NO DATA
363;4;350;2013-11-01;2013-11-01;SALARY;NO DATA
364;4;350;2014-01-01;2014-01-01;SALARY;NO DATA
365;4;350;2014-02-01;2014-02-01;SALARY;NO DATA
